customer_customerNumber,customer_customerName,customer_contactFirstName,customer_contactLastName,customer_phone,customer_addressLine1,customer_addressLine2,customer_postalCode,customer_county,customer_subCounty,customer_status,customerorder_orderNumber,customerorder_orderDate,customerorder_requiredDate,customerorder_dispatchDate,customerorder_orderStatusID,customerorder_customerNumber,customerfeedback_customerfeedbackID,customerfeedback_foodquality,customerfeedback_servicequality,customerfeedback_pricetovalue,customerfeedback_ambiance,customerfeedback_comment,orderdetail_productCode,orderdetail_quantityOrdered,orderdetail_priceEach,product_productName,product_productDescription,product_quantityInStock,product_costOfProduction,product_sellingPrice,productcategory_productCategoryID,productcategory_categoryName,productcategory_categoryDescription,orderstatus_orderStatusID,orderstatus_status,branch_branchCode,branch_phone,branch_addressLine1,branch_addressLine2,branch_postalCode,branch_county,branch_subCounty
311,Amina Abdullahi,Amina,Abdullahi,0704292686,399 Eastleigh Rd,Apt 54,19417,Embu,Gilgil,1,4621,2025-01-16 14:04:56,2025-01-20 05:02:06,2025-01-20 07:26:23,1,311,2253,2,2,2,2,Perfect for families.,P026,6,70.00,Supa ya Ndizi,"Banana soup made with green bananas, meat, and spices.",70,30.00,70.00,6,Soup/Stew Dishes,"Soups or stews made with a variety of ingredients, including meat, vegetables, or plantains.",1,Pending,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
118,[Business] Neptune Palace,Claude,Mugabe,0772296364,449 Parklands Rd,Apt 50,19927,Nyeri,Likoni,0,4669,2023-11-16 13:36:57,2023-11-19 13:50:28,2023-11-21 11:59:00,2,118,860,4,4,5,5,Parking was a hassle.,P083,6,50.00,Fufu,"A starchy side dish made from cassava, yams, or plantains, pounded into a dough-like consistency.",100,20.00,50.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",2,Processing,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
118,[Business] Neptune Palace,Claude,Mugabe,0772296364,449 Parklands Rd,Apt 50,19927,Nyeri,Likoni,0,4669,2023-11-16 13:36:57,2023-11-19 13:50:28,2023-11-21 11:59:00,2,118,860,4,4,5,5,Parking was a hassle.,P053,5,70.00,Matoke na Sukuma,Plantains cooked with collard greens.,70,30.00,70.00,6,Soup/Stew Dishes,"Soups or stews made with a variety of ingredients, including meat, vegetables, or plantains.",2,Processing,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
118,[Business] Neptune Palace,Claude,Mugabe,0772296364,449 Parklands Rd,Apt 50,19927,Nyeri,Likoni,0,4669,2023-11-16 13:36:57,2023-11-19 13:50:28,2023-11-21 11:59:00,2,118,860,4,4,5,5,Parking was a hassle.,P026,3,70.00,Supa ya Ndizi,"Banana soup made with green bananas, meat, and spices.",70,30.00,70.00,6,Soup/Stew Dishes,"Soups or stews made with a variety of ingredients, including meat, vegetables, or plantains.",2,Processing,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
693,Josephine Odhiambo,Josephine,Odhiambo,0790436107,313 Uhuru Hwy,Apt 20,12035,Muranga,Westlands,0,4684,2022-01-15 04:10:35,2022-01-15 12:28:23,,5,693,4957,1,1,1,1,Food was undercooked.,P054,1,60.00,Maharagwe na Sukuma,Beans served with collard greens.,90,30.00,60.00,5,Legume-Based Dishes,"Dishes featuring beans, lentils, or other legumes, cooked with spices or coconut milk.",5,Cancelled,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
693,Josephine Odhiambo,Josephine,Odhiambo,0790436107,313 Uhuru Hwy,Apt 20,12035,Muranga,Westlands,0,4684,2022-01-15 04:10:35,2022-01-15 12:28:23,,5,693,4957,1,1,1,1,Food was undercooked.,P095,3,50.00,Chakalaka,"A spicy vegetable relish made with tomatoes, onions, peppers, and beans.",100,20.00,50.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",5,Cancelled,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
743,Claude Ibrahim,Claude,Ibrahim,0720626693,402 Nairobi St,Apt 87,583,Marsabit,Langata,0,4691,2024-09-07 13:55:36,2024-09-10 15:20:53,2024-09-11 21:12:20,2,743,5299,1,1,1,1,The cutlery was dirty.,P056,5,150.00,Supu ya Samaki,Fish soup cooked with spices.,60,70.00,150.00,7,Fish Dishes,"Dishes prepared using fish as the main ingredient, either fried, grilled, or cooked in stews.",2,Processing,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
743,Claude Ibrahim,Claude,Ibrahim,0720626693,402 Nairobi St,Apt 87,583,Marsabit,Langata,0,4691,2024-09-07 13:55:36,2024-09-10 15:20:53,2024-09-11 21:12:20,2,743,5299,1,1,1,1,The cutlery was dirty.,P024,3,20.00,Mahamri,"Sweet, fried bread, similar to mandazi.",100,5.00,20.00,8,Sweet Snacks/Desserts,"Sweet dishes or snacks, often fried or baked, served as a dessert or treat.",2,Processing,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
8,[Business] Baobab Retreat,Jacques,Munee,0742124008,210 Moi Ave,Apt 4,86708,Mandera,Langata,0,4701,2025-01-13 09:01:41,2025-01-17 17:43:38,2025-01-15 11:52:56,1,8,56,3,3,4,3,Waited too long for food.,P031,6,300.00,Fish Curry,Fish cooked in a spiced coconut milk curry.,50,150.00,300.00,7,Fish Dishes,"Dishes prepared using fish as the main ingredient, either fried, grilled, or cooked in stews.",1,Pending,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
8,[Business] Baobab Retreat,Jacques,Munee,0742124008,210 Moi Ave,Apt 4,86708,Mandera,Langata,0,4701,2025-01-13 09:01:41,2025-01-17 17:43:38,2025-01-15 11:52:56,1,8,56,3,3,4,3,Waited too long for food.,P052,5,200.00,Nyama na Ugali,Beef served with ugali.,60,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",1,Pending,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
8,[Business] Baobab Retreat,Jacques,Munee,0742124008,210 Moi Ave,Apt 4,86708,Mandera,Langata,0,4701,2025-01-13 09:01:41,2025-01-17 17:43:38,2025-01-15 11:52:56,1,8,56,3,3,4,3,Waited too long for food.,P075,7,200.00,Tibs,"Saut̩ed meat, typically beef or lamb, with onions and peppers.",70,100.00,200.00,11,African Cultural Specials,"Specialty dishes unique to African cultures, showcasing traditional recipes and flavors.",1,Pending,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
362,[Business] Hemingways Retreat,Michelle,Ndayishimiye,0750574300,234 State House Rd,Apt 58,61511,Marsabit,Turbo,0,4710,2023-09-09 20:40:23,2023-09-13 01:31:27,2023-09-14 15:05:43,2,362,2629,3,3,3,4,Waited too long for food.,P024,6,20.00,Mahamri,"Sweet, fried bread, similar to mandazi.",100,5.00,20.00,8,Sweet Snacks/Desserts,"Sweet dishes or snacks, often fried or baked, served as a dessert or treat.",2,Processing,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
362,[Business] Hemingways Retreat,Michelle,Ndayishimiye,0750574300,234 State House Rd,Apt 58,61511,Marsabit,Turbo,0,4710,2023-09-09 20:40:23,2023-09-13 01:31:27,2023-09-14 15:05:43,2,362,2629,3,3,3,4,Waited too long for food.,P059,4,70.00,Matoke na Maharagwe,Plantains cooked with beans.,70,30.00,70.00,6,Soup/Stew Dishes,"Soups or stews made with a variety of ingredients, including meat, vegetables, or plantains.",2,Processing,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
164,[Business] Diani Suites,Claude,Abdullahi,0745208261,340 Uhuru Hwy,Apt 68,22731,Kiambu,Jomvu,1,4723,2021-09-30 04:06:41,2021-10-02 23:00:29,2021-09-30 21:37:11,4,164,1181,3,3,3,2,The sauce was watery.,P004,5,20.00,Chapati,"Flatbread made from wheat flour, cooked on a griddle.",100,5.00,20.00,1,Staple Foods,Essential carbohydrate-rich foods commonly served as the main part of meals.,4,Delivered,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
164,[Business] Diani Suites,Claude,Abdullahi,0745208261,340 Uhuru Hwy,Apt 68,22731,Kiambu,Jomvu,1,4723,2021-09-30 04:06:41,2021-10-02 23:00:29,2021-09-30 21:37:11,4,164,1181,3,3,3,2,The sauce was watery.,P060,6,60.00,Maharagwe na Matoke,Beans served with plantains.,90,30.00,60.00,5,Legume-Based Dishes,"Dishes featuring beans, lentils, or other legumes, cooked with spices or coconut milk.",4,Delivered,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
164,[Business] Diani Suites,Claude,Abdullahi,0745208261,340 Uhuru Hwy,Apt 68,22731,Kiambu,Jomvu,1,4723,2021-09-30 04:06:41,2021-10-02 23:00:29,2021-09-30 21:37:11,4,164,1181,3,3,3,2,The sauce was watery.,P071,3,300.00,Doro Wat,Spicy chicken stew made with berbere spice mix.,50,150.00,300.00,11,African Cultural Specials,"Specialty dishes unique to African cultures, showcasing traditional recipes and flavors.",4,Delivered,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
234,[Business] Villa Rosa Manor,Wambui,Mbeki,0720848206,216 Langata Rd,Apt 12,86875,Kisumu,Jomvu,1,4744,2024-08-06 21:42:52,2024-08-10 03:56:28,2024-08-11 01:54:13,4,234,1708,3,2,3,3,The chef came to greet us personally.,P033,6,50.00,Ugali na Sukuma,Ugali served with saut̩ed collard greens.,100,20.00,50.00,1,Staple Foods,Essential carbohydrate-rich foods commonly served as the main part of meals.,4,Delivered,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
497,Claudine Odhiambo,Claudine,Odhiambo,0789298878,982 Eldoret Ln,Apt 76,46737,Kiambu,Molo,0,4765,2022-08-18 18:38:13,2022-08-21 00:04:58,2022-08-19 06:56:19,5,497,3591,3,3,3,5,Food lacked flavor.,P099,4,100.00,Potjiekos,"A slow-cooked stew made with meat, vegetables, and spices, traditionally cooked in a cast-iron pot.",60,50.00,100.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",5,Cancelled,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
497,Claudine Odhiambo,Claudine,Odhiambo,0789298878,982 Eldoret Ln,Apt 76,46737,Kiambu,Molo,0,4765,2022-08-18 18:38:13,2022-08-21 00:04:58,2022-08-19 06:56:19,5,497,3591,3,3,3,5,Food lacked flavor.,P097,6,100.00,Sosaties,"Marinated meat skewers, typically made with lamb or chicken, grilled and served with apricots.",70,50.00,100.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",5,Cancelled,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
497,Claudine Odhiambo,Claudine,Odhiambo,0789298878,982 Eldoret Ln,Apt 76,46737,Kiambu,Molo,0,4765,2022-08-18 18:38:13,2022-08-21 00:04:58,2022-08-19 06:56:19,5,497,3591,3,3,3,5,Food lacked flavor.,P018,2,200.00,Mishkaki,"Skewered and grilled meat, typically beef or chicken.",70,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",5,Cancelled,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
23,Joseph Yusuf,Joseph,Yusuf,0751018687,945 Kilimani Rd,Apt 12,43632,Wajir,Jomvu,1,4773,2024-04-02 11:31:21,2024-04-05 10:02:46,2024-04-02 14:51:31,1,23,147,3,4,4,3,Perfect for families.,P057,2,200.00,Kuku na Matoke,Chicken served with plantains.,70,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",1,Pending,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
606,Wambui Yusuf,Wambui,Yusuf,0742119111,763 Ngong Rd,Apt 33,49529,Garissa,Nakuru Town,0,4789,2024-01-07 05:03:45,2024-01-09 11:56:11,2024-01-09 17:55:39,3,606,4320,4,4,3,4,The reservation process was smooth.,P002,2,20.00,Sukuma Wiki,Collard greens saut̩ed with onions and tomatoes.,100,10.00,20.00,2,Vegetable-Based Dishes,"Dishes that primarily consist of vegetables, often saut̩ed or cooked with spices.",3,In Transit,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
606,Wambui Yusuf,Wambui,Yusuf,0742119111,763 Ngong Rd,Apt 33,49529,Garissa,Nakuru Town,0,4789,2024-01-07 05:03:45,2024-01-09 11:56:11,2024-01-09 17:55:39,3,606,4320,4,4,3,4,The reservation process was smooth.,P022,2,60.00,Mbaazi,Pigeon peas cooked in coconut milk.,70,30.00,60.00,5,Legume-Based Dishes,"Dishes featuring beans, lentils, or other legumes, cooked with spices or coconut milk.",3,In Transit,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
606,Wambui Yusuf,Wambui,Yusuf,0742119111,763 Ngong Rd,Apt 33,49529,Garissa,Nakuru Town,0,4789,2024-01-07 05:03:45,2024-01-09 11:56:11,2024-01-09 17:55:39,3,606,4320,4,4,3,4,The reservation process was smooth.,P006,1,200.00,Pilau,"Spiced rice dish cooked with meat, typically beef or chicken.",70,100.00,200.00,4,Rice Dishes,"Dishes that use rice as the main ingredient, often spiced or paired with other accompaniments.",3,In Transit,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
686,[Business] Hilton Resort,Jeanne,Abdullahi,0729378994,873 Buruburu Rd,Apt 29,89607,Embu,Naivasha,0,4791,2023-05-09 19:52:58,2023-05-13 21:16:08,2023-05-14 23:08:37,4,686,4906,2,2,1,1,The bread was stale.,P098,1,70.00,Malva Pudding,"A sweet, spongy dessert made with apricot jam and served with a creamy sauce.",80,30.00,70.00,8,Sweet Snacks/Desserts,"Sweet dishes or snacks, often fried or baked, served as a dessert or treat.",4,Delivered,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
686,[Business] Hilton Resort,Jeanne,Abdullahi,0729378994,873 Buruburu Rd,Apt 29,89607,Embu,Naivasha,0,4791,2023-05-09 19:52:58,2023-05-13 21:16:08,2023-05-14 23:08:37,4,686,4906,2,2,1,1,The bread was stale.,P095,7,50.00,Chakalaka,"A spicy vegetable relish made with tomatoes, onions, peppers, and beans.",100,20.00,50.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",4,Delivered,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
686,[Business] Hilton Resort,Jeanne,Abdullahi,0729378994,873 Buruburu Rd,Apt 29,89607,Embu,Naivasha,0,4791,2023-05-09 19:52:58,2023-05-13 21:16:08,2023-05-14 23:08:37,4,686,4906,2,2,1,1,The bread was stale.,P054,3,60.00,Maharagwe na Sukuma,Beans served with collard greens.,90,30.00,60.00,5,Legume-Based Dishes,"Dishes featuring beans, lentils, or other legumes, cooked with spices or coconut milk.",4,Delivered,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
522,Emmanuelle Kariuki,Emmanuelle,Kariuki,0782991416,174 Nairobi St,Apt 27,64013,Muranga,Kisumu Central,1,4822,2023-06-17 06:42:42,2023-06-21 22:10:14,,1,522,3768,3,3,4,3,Quick and efficient service.,P030,4,200.00,Kuku Stew,"Chicken stew cooked with potatoes, carrots, and peas.",60,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",1,Pending,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
522,Emmanuelle Kariuki,Emmanuelle,Kariuki,0782991416,174 Nairobi St,Apt 27,64013,Muranga,Kisumu Central,1,4822,2023-06-17 06:42:42,2023-06-21 22:10:14,,1,522,3768,3,3,4,3,Quick and efficient service.,P024,2,20.00,Mahamri,"Sweet, fried bread, similar to mandazi.",100,5.00,20.00,8,Sweet Snacks/Desserts,"Sweet dishes or snacks, often fried or baked, served as a dessert or treat.",1,Pending,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
309,Alain Adan,Alain,Adan,0702927309,151 Riverside Dr,Apt 29,9131,Mandera,Gilgil,0,4932,2022-01-25 08:14:58,2022-01-26 06:51:56,2022-01-29 15:50:56,3,309,2237,2,1,2,1,The bread was stale.,P027,2,200.00,Nyama Stew,"Beef stew cooked with potatoes, carrots, and peas.",60,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",3,In Transit,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
309,Alain Adan,Alain,Adan,0702927309,151 Riverside Dr,Apt 29,9131,Mandera,Gilgil,0,4932,2022-01-25 08:14:58,2022-01-26 06:51:56,2022-01-29 15:50:56,3,309,2237,2,1,2,1,The bread was stale.,P088,8,100.00,Banga Soup,"A rich and flavorful Nigerian soup made from palm nut extract, meat, and spices.",60,50.00,100.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",3,In Transit,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
647,Emmanuelle Munyua,Emmanuelle,Munyua,0772155218,946 Riverside Dr,Apt 91,62727,Eldoret,Langata,0,5015,2024-01-02 00:57:09,2024-01-02 22:33:37,2024-01-05 15:53:49,2,647,4620,2,1,3,3,Food was too salty.,P069,7,200.00,Kuku na Sukuma,Chicken served with collard greens.,70,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",2,Processing,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
448,[Business] Ole Sereni Residences,Jean,Munyao,0787178420,961 Moi Ave,Apt 46,53201,Embu,Kisumu Central,1,5041,2023-03-16 20:47:40,2023-03-19 18:31:31,2023-03-18 13:42:41,2,448,3262,3,3,3,4,No gluten-free options.,P066,5,60.00,Maharagwe na Wali,Beans served with rice.,90,30.00,60.00,5,Legume-Based Dishes,"Dishes featuring beans, lentils, or other legumes, cooked with spices or coconut milk.",2,Processing,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
448,[Business] Ole Sereni Residences,Jean,Munyao,0787178420,961 Moi Ave,Apt 46,53201,Embu,Kisumu Central,1,5041,2023-03-16 20:47:40,2023-03-19 18:31:31,2023-03-18 13:42:41,2,448,3262,3,3,3,4,No gluten-free options.,P094,3,100.00,Boerewors,"A traditional South African sausage made from minced beef and pork, seasoned with spices.",90,50.00,100.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",2,Processing,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
448,[Business] Ole Sereni Residences,Jean,Munyao,0787178420,961 Moi Ave,Apt 46,53201,Embu,Kisumu Central,1,5041,2023-03-16 20:47:40,2023-03-19 18:31:31,2023-03-18 13:42:41,2,448,3262,3,3,3,4,No gluten-free options.,P081,8,70.00,Jollof Rice,"A popular West African rice dish cooked with tomatoes, onions, and spices.",80,30.00,70.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",2,Processing,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
712,[Business] InterContinental Haven,Alaine,Mbeki,0716255278,327 Mombasa Rd,Apt 78,27456,Muranga,Nyali,0,5050,2021-12-01 23:06:03,2021-12-05 09:17:52,2021-12-05 19:15:11,4,712,5067,1,1,1,1,Too many flies around.,P071,4,300.00,Doro Wat,Spicy chicken stew made with berbere spice mix.,50,150.00,300.00,11,African Cultural Specials,"Specialty dishes unique to African cultures, showcasing traditional recipes and flavors.",4,Delivered,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
712,[Business] InterContinental Haven,Alaine,Mbeki,0716255278,327 Mombasa Rd,Apt 78,27456,Muranga,Nyali,0,5050,2021-12-01 23:06:03,2021-12-05 09:17:52,2021-12-05 19:15:11,4,712,5067,1,1,1,1,Too many flies around.,P064,7,200.00,Nyama na Maharagwe,Beef served with beans.,60,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",4,Delivered,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
193,Njeri Kabila,Njeri,Kabila,0749053047,926 Nakuru Blvd,Apt 11,55306,Machakos,Eldoret East,1,5070,2021-08-24 12:40:07,2021-08-24 19:03:43,2021-08-26 15:08:29,5,193,1398,4,4,4,4,The soup was outstanding.,P045,5,200.00,Kuku na Chapati,Chicken served with chapati.,70,100.00,200.00,3,Meat-Based Dishes,"Dishes made with different types of meat, such as beef, chicken, or goat.",5,Cancelled,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
193,Njeri Kabila,Njeri,Kabila,0749053047,926 Nakuru Blvd,Apt 11,55306,Machakos,Eldoret East,1,5070,2021-08-24 12:40:07,2021-08-24 19:03:43,2021-08-26 15:08:29,5,193,1398,4,4,4,4,The soup was outstanding.,P067,2,70.00,Wali wa Nazi na Maharagwe,Coconut rice served with beans.,80,30.00,70.00,4,Rice Dishes,"Dishes that use rice as the main ingredient, often spiced or paired with other accompaniments.",5,Cancelled,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
26,Mutiso Adan,Mutiso,Adan,0778063705,320 Karen Rd,Apt 54,45990,Baringo,Nyando,1,5117,2021-12-02 08:46:33,2021-12-03 15:42:41,,3,26,170,5,5,5,5,Loved the decor.,P099,1,100.00,Potjiekos,"A slow-cooked stew made with meat, vegetables, and spices, traditionally cooked in a cast-iron pot.",60,50.00,100.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",3,In Transit,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
26,Mutiso Adan,Mutiso,Adan,0778063705,320 Karen Rd,Apt 54,45990,Baringo,Nyando,1,5117,2021-12-02 08:46:33,2021-12-03 15:42:41,,3,26,170,5,5,5,5,Loved the decor.,P081,5,70.00,Jollof Rice,"A popular West African rice dish cooked with tomatoes, onions, and spices.",80,30.00,70.00,10,Combination Plates,"Meals that combine multiple components, such as staples paired with vegetables, beans, or meat.",3,In Transit,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
369,Michelle Munywe,Michelle,Munywe,0786381002,483 Mama Ngina St,Apt 50,30872,Machakos,Kasarani,1,5130,2021-03-29 23:27:43,2021-03-31 04:24:42,2021-04-02 17:02:47,5,369,2675,1,1,1,1,Order was incorrect.,P008,6,30.00,Kachumbari,Fresh tomato and onion salad with cilantro and lime.,100,10.00,30.00,2,Vegetable-Based Dishes,"Dishes that primarily consist of vegetables, often saut̩ed or cooked with spices.",5,Cancelled,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
369,Michelle Munywe,Michelle,Munywe,0786381002,483 Mama Ngina St,Apt 50,30872,Machakos,Kasarani,1,5130,2021-03-29 23:27:43,2021-03-31 04:24:42,2021-04-02 17:02:47,5,369,2675,1,1,1,1,Order was incorrect.,P056,2,150.00,Supu ya Samaki,Fish soup cooked with spices.,60,70.00,150.00,7,Fish Dishes,"Dishes prepared using fish as the main ingredient, either fried, grilled, or cooked in stews.",5,Cancelled,8,0700000008,Sarit Centre,Karuna Rd,00100,Nairobi,Starehe
